CUIT,GLN,RAZON_SOCIAL,PAGE,PAGE_POS
30697441898,7798226330003,DISTRIBUIDORA SOLDADURA JUNIN SA,7,4
30503381407,7797290000003,DONATO ZURLO Y CIA SRL,7,5
30501190620,7795347000006,DR LAZAR Y CIA S A QUIMICA E INDUSTRIAL,7,6
30606801765,7798063280004,DRAWER S.A.,7,7
33708573189,9990374970003,DRIBURG COMPANY SA,7,8
30709874671,7798175480019,DROGUERIA APONOR S.A.,7,9
30644770865,9990440360004,DROGUERIA DRONOR S.A.,8,0
30631110203,9990475830008,DROGUERIA MEDICAL ARGENTINA S.R.L.,8,1
30652870445,9990474550006,DROGUERIA SAM S.A.,8,2
30712376887,9990452420000,DROMEX BIOTECH SA,8,3
30547309800,9990440590005,DROMICAP S.A.,8,4
30711499659,9990475770007,DUCILO S.A.,8,5
30609703985,7795990000002,ELI LILLY INTERAMERICA INC SUCURSAL ARGENTINA,8,6
30661753915,7794433000005,ELISIUM S.A.,8,7
30677835881,9990377640002,ENZIMAS S.A.,8,8
30606928692,7798064390009,EPICARIS SOCIEDAD ANONIMA,8,9
30700142643,7798113530004,ERIOCHEM S.A.,9,0
30647142970,9990475840007,ESTABLECIMIENTO MARIA DEL ROSARIO SRL,9,1
30540142714,9990377800000,ETHICAL PHARMA S.A.,9,2
30660637628,7798024440003,EURODERM SRL,9,3
30708388609,7798122340007,Eurofar SRL.,9,4
30531967093,7798016920001,EUROFARMA ARGENTINA S.A.,9,5
30521298495,7793236000007,EVEREX ARGENTINA S.A.,9,6
30714555150,9990475800001,EXPERIENTIA S.A.,9,7
30605951518,9990377810009,FAPROMED S.A.,9,8
30677262393,9990432500005,FARMA SYSTEM S.A.,9,9
30663411477,9990440480009,FARMACEUTICOS ARGENTINOS S.A.,10,0
33607215699,9990460630002,FARMAQUIM S.A.,10,1
30694454409,7798047980005,FERRER ARGENTINA SA,10,2
30504710412,7791171000007,FINADIET S.A.COM IND FIN E INMOB,10,3
30707279547,9990440420005,FLEMING S.A.,10,4
30504113422,7794428000003,FORTBENTON CO. LABORATORIES S.A.,10,5
30648171494,7798008190009,FRAMINGHAM PHARMA SRL,10,6
30709177385,7798161990003,FRANCELAB S A,10,7
30692971953,7798097940004,FRESENIUS KABI S.A.,10,8
30635815201,7798135620011,FRESENIUS MEDICAL CARE ARGENTINA SA,10,9
33709061629,9990377650001,FUNDACION CENTRO DIAGNOSTICO NUCLEAR,11,0
30709694223,7798006870002,G P PHARM SA,11,1
30500987185,7792183000009,GADOR S A,11,2
30682454926,7798007730008,GALDERMA ARGENTINA SA,11,3
30599251509,9990475960002,GASAVEL,11,4
30543989203,7798233850006,GASES COMPRIMIDOS S A,11,5
30601596322,9990442180006,GASTON GISCARD SRL,11,6
30705065167,7798163500002,GEMABIOTECH S.A.U.,11,7
30655078874,7798015900004,GEMEPE S A,11,8
30657674296,7798113700001,GEMINIS FARMACEUTICA S.A.,11,9
30709641871,9990433430004,GEN MED INTERNATIONAL L.L.C.,12,0
30710121954,7798140250005,GENOMMA LABORATORIES ARGENTINA S.A.,12,1
30707953329,9990440310009,GENPHARMA S.A.,12,2
30708484160,7798122020008,GENZYME DE ARGENTINA S.A.,12,3
30500781986,7792374000009,GERARDO RAMON Y CIA. S.A.I.C.,12,4
30517130032,7790104000008,GLAXOSMITHKLINE ARGENTINA SOCIEDAD ANONIMA,12,5
33687679909,7798088120002,GLENMARK GENERICS S.A.,12,6
30503270230,7795376000008,GOBBI NOVAG S.A.,12,7
33500619509,7791984000003,GRAMON MILLET S.A.,12,8
30650805441,7798019610008,GRIFOLS ARGENTINA S.A.,12,9
30661715665,7798034740001,GRIMBERG DENTALES S.A.,13,0
30694345456,9990460640001,GRUNENTHAL ARGENTINA S.A.,13,1
30501395389,7798218100003,GRUPO LINDE GAS ARGENTINA SA,13,2
30545591835,7798007120007,GUERBET ARGENTINA LIMITED,13,3
30698873325,9990475780006,H Y R ARGENTINA,13,4
30644703998,9990475720002,HIGIA,13,5
30708578599,7798081260002,HLB PHARMA GROUP S.A.,13,6
30709010634,9990475700004,IMMUNO S.A.,13,7
30546769239,9990440600001,INCASA S.A.,13,8
30643842722,7798076210005,INDURA ARGENTINA SA,13,9
33710094409,7798241900007,INGERICS S.A.,14,0
30548503546,9990460830006,INGRAM LABORATORIO S.A.,14,1
30607380356,7798018490007,INMUNOLAB SA,14,2
30501145315,7792796000007,INSTITUTO BIOLOGICO ARGENTINO S A I C,14,3
30645104060,7798178580006,INSTITUTO BIOLOGICO CONTEMPORANEO S.A.,14,4
30528919711,7795343000000,INSTITUTO MASSONE S. A.,14,5
33501112289,7795344000009,INSTITUTO SANITAS ARG S A,14,6
30501051825,7790839000007,INSTITUTO SEROTERAPICO ARGENTINO S.A.I.C.,14,7
30631421322,9990475650002,INTERBELLE COSMETICS S.A.,14,8
30547838307,7795380000001,INVESTI FARMA S A,14,9
30559807970,7798033100004,IRAOLA Y CIA S A,15,0
33501707029,7795326000003,IVAX ARGENTINA SOCIEDAD ANONIMA,15,1
30598129246,7791647000005,JANSSEN CILAG FARMACEUTICA SOCIEDAD ANONIMA,15,2
33597021319,9990474540007,JOHN WYETH LABORATORIOS S.A.,15,3
30598498500,9990377660000,JOHNSON & JOHNSON MEDICAL S.A.,15,4
30500572309,7790011000009,JOHNSON Y JOHNSON DE ARGENTINA S A COM E IND,15,5
30658893633,7798236560001,JUSTESA IMAGEN ARGENTINA SA,15,6
33708488939,7798131890005,KILAB S.R.L.,15,7
30574564367,7795360000007,KLONAL S R L,15,8
30654926243,9990390990009,LA SERRANITA S.A.,15,9
20013906379,9990440350005,LABINCA,16,0
30706244413,7798086730005,LABOPHARMA PHARMACEUTICAL GROUP SA,16,1
33559584229,9990433200003,LABORATORIO ARGENMEX S.A.,16,2
30708121688,9990433440003,LABORATORIO ARGENTINO DE MEDICAMENTOS S.A.,16,3
30646015355,7798011650002,LABORATORIO AUSTRAL S A,16,4
30716383179,9990552250002,LABORATORIO CELTYC S.A.,16,5
30707838333,9990474500001,LABORATORIO CORBAPLANT,16,6
30530611171,9990432510004,LABORATORIO CULTURAL ABADIA DEL NIÑO DIOS ASOCIACION CIVIL,16,7
30709716561,9990440250008,LABORATORIO DE ELECTROQUIMICA MEDICA S.R.L.,16,8
30663181838,9990385250002,LABORATORIO DE ESPECIALIDADES MEDICINALES FORMOSA SA LAFORMED S A,16,9
30698237097,7798179350004,Laboratorio de Especialidades Medicinales S.E.,17,0
30715647822,7798326190002,LABORATORIO DEL FIN DEL MUNDO SAPEM,17,1
30663785091,9990402810004,LABORATORIO DICOFAR SRL,17,2
30529900747,7795327000002,LABORATORIO DOMINGUEZ S A,17,3
33580025779,7798061750004,LABORATORIO DOSA S.A.,17,4
30697736154,7797416000009,LABORATORIO ECZANE PHARMA S A,17,5
30651995708,7792369000007,LABORATORIO EDGARDO JORGE GEZZI,17,6
30544640212,7791848000002,LABORATORIO ELEA PHOENIX S.A.,17,7
30525591855,7798024740004,LABORATORIO FARMACEUTICO ARGENTINO S.A.,17,8
30537234845,7798006300004,LABORATORIO FECOFAR DE LA FEDERACION ARGENTINA DE COOPERATIVAS FARMACEUTICAS COOP.LTDA.,17,9
33605870649,9990475810000,LABORATORIO HEXA S.A.,18,0
30661399240,7795364000003,LABORATORIO INCAICO SA,18,1
30707618716,7798181660009,LABORATORIO INDUSTRIAL FARMACEUTICO SOCIEDAD DEL ESTADO,18,2
30501676892,7793569000002,LABORATORIO INTERNACIONAL ARGENTINO S.A.,18,3
30708694173,7798180920005,LABORATORIO KEMEX S.A.,18,4
30710548567,9990380980003,LABORATORIO LABORIT SRL,18,5
30662998970,9990381030004,LABORATORIO LEPETIT S.A.,18,6
30661728597,7795367000000,LABORATORIO LKM S.A.,18,7
30584077472,9990460650000,LABORATORIO MI FLORA S.R.L.,18,8
30643183079,9990475890002,LABORATORIO NEW PHARMA S.A.,18,9
33708246269,7798113690005,LABORATORIO OMICRON S.A.,19,0
30525858274,7795373000001,LABORATORIO PABLO CASSARA S R L,19,1
30618834995,9990433410006,LABORATORIO PHARMAGREEN,19,2
30709502235,7798156390009,LABORATORIO PRETORIA SRL,19,3
30708567929,7798124760001,LABORATORIO Q-PHARMA ARGENTINA S.A.,19,4
30605962226,9990433190007,LABORATORIO RIGO S.A.,19,5
20335766084,9990440370003,LABORATORIO ROMECA,19,6
30709577812,7798239770001,Laboratorio Rontag S.A.,19,7
30678715022,9990474580003,LABORATORIO SAN ROQUE S.A.,19,8
30712481656,7798142290009,LABORATORIO SCHAFER S.A.,19,9
30661469192,7795372000002,LABORATORIO VANNIER S.A.,20,0
30682667709,7798035310005,LABORATORIO VARIFARMA S.A.,20,1
30604385608,9990474620006,LABORATORIO WALKER S.R.L.,20,2
30501555149,9990493690004,LABORATORIO YORK S.A.I.C.F.I.,20,3
30708940786,9990440330007,LABORATORIOS  ASMOPUL  S.A.,20,4
30590151943,9990475710003,LABORATORIOS ADESIL S.A.,20,5
30504507323,7793742000003,LABORATORIOS ANDROMACO SOCIEDAD ANONIMA INDUSTRIAL COMERCIAL INMOBILIARIA,20,6
30561989865,7798081760007,LABORATORIOS APOLO SA,20,7
30610562228,7798083520005,LABORATORIOS ASPEN S.A.,20,8
30570760897,7798133450009,LABORATORIOS BACON S A I C,20,9
30516024840,7790375000004,LABORATORIOS BAGO S A,21,0
30516922164,9990475820009,LABORATORIOS BEAUTEMPS S.A.,21,1
30500547290,7792175000000,LABORATORIOS BERNABO SOCIEDAD ANONIMA,21,2
30501521880,7795328000001,LABORATORIOS BETA SOCIEDAD ANONIMA,21,3
33645293989,9990453230004,LABORATORIOS BRITANIA SA,21,4
30539932183,7791992000002,LABORATORIOS BUXTON S.A.,21,5
33644313749,7795359000001,LABORATORIOS CABUCHI S.A.,21,6
30501596082,7791909000002,LABORATORIOS CASASCO S A I C,21,7
30580271479,9990440410006,LABORATORIOS CELTIA S.A.,21,8
30504392496,7795330000006,LABORATORIOS CETUS SRL,21,9
30658919403,9990440620009,LABORATORIOS CORDOBA S.A.,22,0
30536237778,7795331000005,LABORATORIOS DALLAS S.A.,22,1
30500671013,7798028620005,LABORATORIOS DR MADAUS Y CO S.A.,22,2
30520581258,7795361000006,LABORATORIOS DUNCAN SA,22,3
33504284439,9990433380002,LABORATORIOS ESME S.A.I.C.,22,4
30633895208,9990433210002,LABORATORIOS ESSEX S.A.,22,5
33702248189,7798074280000,LABORATORIOS EXCELENTIA SA,22,6
30534475795,7795332000004,LABORATORIOS FABRA S.A.,22,7
30538883529,7793094000003,LABORATORIOS FELIPE BAJER SAIC,22,8
30503746235,7798025130002,LABORATORIOS FERRING SOCIEDAD ANONIMA,22,9
30642976881,9990375400004,LABORATORIOS FRASCA SRL,23,0
30503569627,9990474510000,LABORATORIOS GORDON SACIFIA,23,1
30558783970,9990475880003,LABORATORIOS HEREDIA DE PRONAT SA,23,2
30621208760,9990493650008,LABORATORIOS HETTY S.R.L.,23,3
30503720929,7798091910003,LABORATORIOS IMA S A I C,23,4
30555847846,7798024550009,LABORATORIOS IMVI ( INSTITUTO MEDICO VETERINARIO INTEGRAL) S.A.,23,5
30710245807,9990474600008,LABORATORIOS INPAR S.A.,23,6
30712205330,7798209710006,LABORATORIOS JAYOR SRL,23,7
30647810426,9990440460001,LABORATORIOS K-DIAL SRL,23,8
30503049305,9990440650006,LABORATORIOS LACEFA S.A.I.C.A.,23,9
30547086534,9990493680005,LABORATORIOS LANDO S.A.C.I.,24,0
30708307544,9990428210000,LABORATORIOS LANPHARM S.A,24,1
33642230099,9990475690008,LABORATORIOS LEDERLE - DIVISION DE CYANAMID DE ARGENTINA S.A.,24,2
30535843593,7795333000003,LABORATORIOS LERSAN S A I C F E I,24,3
30702070682,7798074620004,LABORATORIOS MAR S.A.,24,4
30515900914,7795334000002,LABORATORIOS MONSERRAT Y ECLAIR S.A.,24,5
30641687800,9990420400003,LABORATORIOS NOVARA SRL,24,6
30617493590,9990381220009,LABORATORIOS OTEMEN SA,24,7
32932523418,9990433400007,LABORATORIOS PASTEURINE S.A.,24,8
30501902922,7798006880001,LABORATORIOS PAYLOS S R L,24,9
30679574821,7798008290006,LABORATORIOS PHARMAMERICAN SRL,25,0
30640197435,7798021110008,LABORATORIOS PHARMATRIX DIVISION DE THERABEL PHARMA S.A.,25,1
30650580024,9990381180006,LABORATORIOS PIPERPOL SRL,25,2
30515488789,9990475920006,LABORATORIOS PLOS  S.A.,25,3
30503832328,7795368000009,LABORATORIOS POEN SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL FINANCIERA E INMOBILIARI,25,4
30605456681,9990381010006,LABORATORIOS POLYBIUS SA,25,5
30708899050,7798154680003,LABORATORIOS PUNTANOS S.E.,25,6
30502094196,7795362000005,LABORATORIOS RAFFO S A,25,7
33715352759,7798321620009,LABORATORIOS RAMALLO S.A.,25,8
30713909706,9990394190009,LABORATORIOS REDIA S.A.,25,9
30503637665,9990440490008,LABORATORIOS RICAR SA,26,0
30504294222,7795336000000,LABORATORIOS RICHET S A,26,1
30501152826,7795348000005,LABORATORIOS RICHMOND SACIF,26,2
30540080298,9990440260007,LABORATORIOS RIOPLATENSE S.A.,26,3
30501327049,9990474590002,LABORATORIOS SCHVARTZ GIORDANO S.R.L.,26,4
30715578375,7798345890006,LABORATORIOS SEQIRUS S.A.,26,5
33505476099,7795354000006,Laboratorios Szama S.A.,26,6
30517226676,7798151640000,LABORATORIOS TAURO SOCIEDAD ANONIMA,26,7
33500867979,7795337000009,LABORATORIOS TEMIS LOSTALO S A,26,8
30695599389,7794863000002,LABORATORIOS VALMAX SOCIEDAD ANONIMA,26,9
30636707380,7791939000003,LABORATORIOS VENT 3 SRL,27,0
30649685025,9990475660001,LABORATORIOS WACO S.A.C.E.I.,27,1
30501762438,7798164130000,LABORATORIOS WELTRAP S.A.,27,2
33708366019,9990407780005,LABSA SRL,27,3
30580960428,7798048080001,LADECE S.A.,27,4
30681071381,7798021290007,LAFEDAR SOCIEDAD ANONIMA,27,5
30709369098,9990475860005,LAFITAR LABORATORIO FITOTERAPICO ARGENTINO,27,6
30714470902,9990413210008,LANCASTER PHARMA SA,27,7
30536602913,7798183070011,LAVIMAR S A,27,8
30559285117,9990440610000,LEDERCO S.A.,27,9
30708215542,9990375200000,LEMAX LABORATORIOS SRL,28,0
20945269090,9990452830007,LEMONIER S.A.,28,1
30570072834,9990440280005,LITEX TECHNOLOGY S.A.,28,2
30707747257,7798092890007,LUNDBECK ARGENTINA S.A.,28,3
30707199454,7798173940003,M R PHARMA S A,28,4
30702138457,7798020930003,MAIGAL CORPORATION,28,5
30687261158,9990433420005,MARCONI MEDICAL SYSTEMS SALES CORPORATION,28,6
30554643341,9990381020005,MARIO A CRICCA SA,28,7
30708299096,7798137190000,MAX VISION S.R.L.,28,8
30682628223,9990440270006,MAXFAR S.A.,28,9
20060270911,9990440340006,MEDIC`S ARGENTINA DE EMILIO LUIS NICOLAS PFIRTER,29,0
30600193275,7798030230018,MEDIPHARMA SOCIEDAD ANONIMA,29,1
30540576870,7791763000002,MEGALABS ARGENTINA S.A.U,29,2
30503832565,7790273000007,MERCK S A,29,3
30501222913,7798024570007,MERLINO Y COMPANIA SOCIEDAD COLECTIVA,29,4
30503105574,9990374960004,MERTENS SA,29,5
30711884994,7798173340001,MERZ ARGENTINA SA,29,6
30708833920,7798138130005,MICROFAR S.A.,29,7
30519887335,7791829000007,MICROSULES ARGENTINA S A DE SERVICIOS COM IND INMB AGROPECUARIA,29,8
30503508725,9990483260002,MONSANTO ARGENTINA S A I C,29,9
30700743140,7798084680005,MONTE VERDE S A,30,0
30709284173,9990475970001,MORRITH S.A. ARGENTINA,30,1
30714089567,7798313410007,MS SYNTHON BAGO SA,30,2
30503403079,7790330000001,MSD ARGENTINA S R L,30,3
30711922861,7798299850002,MUNDIPHARMA PHARMACEUTICALS ARGENTINA SRL,30,4
30659912755,9990381190005,MUNTAL SA,30,5
30610753376,9990381200001,NAF SA,30,6
30644513145,7795379000005,NATUFARMA S.A.,30,7
30710183631,9990440290004,NATURAL HEALTH S.A.,30,8
30505196402,9990474610007,NEWARK ESPECIALIDAES MEDICINALES S.R.L.,30,9
30707354379,7798112470004,NEXO PHARMACEUTICAL GROUP S A,31,0
30679618292,7798188610007,NORGREEN S.A.,31,1
30709467243,7798129410000,NOVA ARGENTIA S.A.,31,2
30516620397,7795306000016,NOVARTIS ARGENTINA S A,31,3
30693286553,7798058930006,NOVO NORDISK PHARMA ARGENTINA S A,31,4
30505109267,9990381210000,NOVOCAP SA,31,5
30707092781,9990475750009,OHMILCE,31,6
30703254361,9990487700009,OMEDIR S.A.,31,7
30502149586,9990381380000,ORGANON ARGENTINA SAQIYC,31,8
30541872988,7798167580000,OXAPHARMA S.A.,31,9
30694811767,7798220360006,OXY NET SA,32,0
30602087618,9990440640007,PACEMAKER S.R.L.,32,1
30658127094,7798051850004,PANALAB S A ARGENTINA,32,2
33586640459,9990432470001,PAR SOL LABORATORIOS S.A.,32,3
30694375681,9990475930005,PAULA S.A.,32,4
30707488529,7798094760001,PENN PHARMACEUTICALS S.A.,32,5
30515690405,9990381390009,PEREZ HNOS Y CIA SRL,32,6
30708693223,7798122840002,PERMATEC LABORATORIO MEDICINAL S.A.,32,7
30503518518,7795381000000,PFIZER SOCIEDAD DE RESPONSABILIDAD LIMITADA,32,8
30501104236,9990484650000,PHARMACIA & UPJOHN AB,32,9
20086041074,9990484660009,PHARMACIA ARGENTINA S.A.,33,0
33707573169,7798103390007,PHARMADORF S.A.,33,1
30708136952,7798112990014,PHARMALEP S.A.,33,2
30710232136,7798345550009,PHORONEUS SRL,33,3
33702011219,9990381040003,PIERRE FABRE DERMO COSMETIQUE ARGENTINA SA,33,4
30707204741,7798147400007,PINT PHARMA ARGENTINA S A,33,5
30500883428,7795325000004,P.L. RIVERO Y COMPAÑIA SOCIEDAD ANONIMA,33,6
30578780676,9990374540008,PRAXAIR ARGENTINA SOCIEDAD DE RESPONSABILIDAD LIMITADA,33,7
30707293655,7798080770007,PRAXIS PHARMA S.A,33,8
30615265450,7792300000004,PROCTER & GAMBLE ARGENTINA S.R.L.,33,9
30540026323,7798016550000,PRODUCTOS FARMACEUTICOS DR GRAY S ACOM IND,34,0
33590029349,9990432460002,PRODUCTOS FARMACEUTICOS FIDEX S.A.,34,1
30517360356,9990474560005,PRODUCTOS HIGATE S.A.,34,2
30527444280,7792371000002,PRODUCTOS ROCHE S A QUIMICA E INDUSTRIAL,34,3
30652853834,7798167870187,PRODUMEDIX INTERNACIONAL SA,34,4
30709523992,9990474630005,PROMECO S.A.,34,5
30619780635,9990381230008,PROMEDON SA,34,6
30612033699,9990460660009,PUEBLA S.R.L.,34,7
30525365731,7795319000003,PURISSIMUS S A,34,8
30501257954,7795349000004,QUIMICA ARISTON S A I C I F,34,9
30567736535,7798038280008,QUIMICA LUAR S R L,35,0
30503805789,7792819000007,QUIMICA MEDICAL ARGENTINA S.A.C.I.,35,1
30535994540,7795378000006,QUIMICA MONTPELLIER S A,35,2
30700342596,9990474570004,RATIOPHARM S.A.,35,3
30500750215,7791130000000,RECKITT BENCKISER ARGENTINA S.A.,35,4
33697248809,9990475950003,RHODIA ARGENTINA QUIMICA Y TEXTIL S.A.I.C. Y F.,35,5
33681450209,9990475870004,RHONE POULENC RORER ARGENTINA S.A.,35,6
30625149505,7798144560001,RIGECIN LABS S.A.,35,7
30708764236,9990535230007,ROBERTO SALINAS E HIJOS S.A.,35,8
30590922168,7798136850004,RODRIGUEZ Y VIDAL S.R.L.,35,9
30500938125,7795345000008,ROEMMERS S A I C F,36,0
30707002529,7798090760005,RONNET LABORATOIRES S.A.,36,1
30707382763,7798118060001,ROSPAW S.R.L.,36,2
30711191875,7798161930009,ROSSMORE PHARMA S.A.,36,3
30500690530,7793213000006,ROUX OCEFA S A,36,4
30504818825,7798067990008,ROVAFARM ARGENTINA S A,36,5
33590050569,7798015780002,SANOFI PASTEUR S.A.,36,6
30501445416,7795312000000,SANOFI-AVENTIS ARGENTINA SOCIEDAD ANONIMA,36,7
30523179523,7798052710000,SANT GALL FRIBURG Q.C.I.S.R.L.,36,8
30669159885,7798032930008,SAVANT PHARM S.A.,36,9
30503747533,9990475850006,S.C. JOHNSON & SON DE ARGENTINA S.A.I.C.,37,0
33501016239,9990474530008,SCHERING ARGENTINA S.A.I.C.,37,1
20285736138,9990475900008,SCLAVO S.P.A.,37,2
30707373942,7798162050003,SCOTT PHARMA S.A.,37,3
30589302253,7795228000002,SERTEX S.A.,37,4
33537025269,7795384000007,SERVIER ARGENTINA S.A.,37,5
30501317019,7795356000011,SIDUS SOCIEDAD ANONIMA,37,6
30711720487,7798184640008,SINERGIUM BIOTECH S.A.,37,7
30528206367,9990440660005,SINTESINA S.A.,37,8
30503526871,7795375000009,Soubeiran Chobet S.R.L.,37,9
30501483385,7795366000001,SPEDROG CAILLON S.A.I C,38,0
30599945810,9990432480000,STIEFEL ARGENTINA SA,38,1
30661407995,9990460440007,SUBITON LABORATORIES S.A.,38,2
30709840254,7798216190006,SURAR PHARMA SA,38,3
30503646605,9990440510003,SYNCRO ARGENTINA S.A.Q.I.C.I.F.,38,4
30639499622,7795371000003,T R B PHARMA S A,38,5
30708282150,7798133340003,TAKEDA ARGENTINA SOCIEDAD ANONIMA,38,6
30501602996,7795300000036,TAKEDA PHARMA S.A.,38,7
30714600636,9990441990002,TEA FREE SRL,38,8
33707691269,7798138890008,TECHSPHERE DE ARGENTINA S.A.,38,9
30661816429,9990441260006,TECNO AGRO VIAL SA,39,0
30642507687,7798190250000,TECNONUCLEAR S.A.,39,1
30710401116,7798217920008,TECSOLPAR SA,39,2
30707297472,7798332690008,TERUMO BCT LATIN AMERICA S.A.,39,3
30708064293,7798113890009,TETRAFARM S.A.,39,4
30614751750,9990408800009,TRIQUIM SA,39,5
30589864642,7793397000007,TUTEUR S A C I F I A,39,6
30503658239,9990440670004,TYPEN S.A.I.C.F.,39,7
30537515801,9990381400005,UCB UNION CIENTIFICA BELGO ARGENTINA SACI,39,8
30712273832,7798312520004,UGAL FARMACEUTICA SA,39,9
30712528946,7798187300015,ULTRA PHARMA S.A.,40,0
30645292681,9990475790005,ULTRAFIT S.R.L.,40,1
30600124702,9990381240007,UNIC COMPANY SRL,40,2
30546670623,7798028710003,UNIVERSIDAD NACIONAL DE CORDOBA,40,3
33712211879,9990428850008,VANGUARDIA EN PRODUCTOS FARMACÉUTICOS (VANPROFARMA) S.A.,40,4
30515809607,7798072510000,VEINFAR INDUSTRIAL Y COMERCIAL SOCIEDAD ANONIMA,40,5
30625046455,9990432520003,VICROFER S.R.L.,40,6
33503575219,9990475910007,VISION CENTER S.A.,40,7
30502509434,9990460670008,VOLPINO LABORATORIOS S.A.C.I.,40,8
30639588099,9990441210001,WELLCOME ARGENTINA LTD.,40,9
30711313571,9990475670000,WELT S.A.I.C.,41,0
